"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Gm44626",2.92617518294733e-155,0.687734850879411,0.14,0.007,1.66057515457078e-150,"6","Gm44626"
"Gm50410",3.46367058957066e-155,0.731588396426329,0.132,0.006,1.96559842287545e-150,"6","Gm50410"
"Frmpd2",5.4256527321611e-155,0.598603362013031,0.138,0.007,3.0790036689741e-150,"6","Frmpd2"
"1700113H08Rik",7.98641285133781e-155,0.74972654150612,0.144,0.007,4.5322094290057e-150,"6","1700113H08Rik"
"Gm29502",9.14081353485549e-155,0.658411906558116,0.123,0.004,5.18732027289514e-150,"6","Gm29502"
"Kcnk10",1.2010044723677e-154,0.707183503158827,0.152,0.009,6.81558028023944e-150,"6","Kcnk10"
"Dmbt1",1.43190472591157e-154,0.692712435780077,0.124,0.005,8.12591612907555e-150,"6","Dmbt1"
"Mpped1",1.84420973242352e-154,0.683308930965925,0.118,0.004,1.04657058105302e-149,"6","Mpped1"
"Gm38407",1.88337541238097e-154,0.674470482613256,0.124,0.005,1.06879671277208e-149,"6","Gm38407"
"Ankrd36",2.03906117424489e-154,0.71950630973904,0.14,0.007,1.15714682577223e-149,"6","Ankrd36"
"Ptprq",2.09878123980385e-154,0.920376358558698,0.166,0.011,1.19103736577629e-149,"6","Ptprq"
"Dlc11",2.68379825129331e-154,1.18709175269343,0.373,0.067,1.52302866962644e-149,"6","Dlc1"
"Lama1",4.29044469214791e-154,0.826225479287442,0.166,0.011,2.43478445834702e-149,"6","Lama1"
"9030622O22Rik",4.407630541672e-154,0.638952993220026,0.129,0.005,2.50128625609344e-149,"6","9030622O22Rik"
"Glra1",4.48846219025184e-154,0.681977069258833,0.135,0.006,2.54715740834602e-149,"6","Glra1"
"Tafa11",5.30213602837884e-154,1.3509666355609,0.391,0.078,3.00890917474471e-149,"6","Tafa1"
"Pantr1",5.93002199182029e-154,0.736555144252113,0.13,0.006,3.3652281801381e-149,"6","Pantr1"
"Marchf10",5.9515215262278e-154,0.636320215466623,0.135,0.006,3.37742895091902e-149,"6","Marchf10"
"Gm48742",6.35902785025394e-154,0.860713983497577,0.161,0.01,3.60868471474061e-149,"6","Gm48742"
"Gpc3",1.05618736814808e-153,1.02209408093659,0.228,0.024,5.99375769550354e-149,"6","Gpc3"
"Glis1",1.07425618379199e-153,1.02169854423364,0.208,0.02,6.09629641740117e-149,"6","Glis1"
"1700026F02Rik",1.69643806496597e-153,0.791089395408267,0.144,0.008,9.6271163748754e-149,"6","1700026F02Rik"
"Slc12a8",1.85272095057251e-153,0.828208832884483,0.193,0.016,1.05140061224039e-148,"6","Slc12a8"
"Tmem163",2.12123722307727e-153,0.945854913146638,0.216,0.021,1.20378091172412e-148,"6","Tmem163"
"Gm48155",3.67428370876326e-153,0.793483444789642,0.152,0.009,2.08511926188606e-148,"6","Gm48155"
"unknown.394",6.87949651597975e-153,0.897726218196893,0.197,0.017,3.90404547785335e-148,"6","unknown.394"
"Cacnb4",9.90925463167691e-153,1.01208199216105,0.219,0.022,5.62340291093033e-148,"6","Cacnb4"
"Cachd1",1.17931907790441e-152,0.957909694266118,0.239,0.027,6.69251783519975e-148,"6","Cachd1"
"Kcnt2",1.75848151354275e-152,0.93301234229304,0.222,0.023,9.97920674120374e-148,"6","Kcnt2"
"Lrfn5",1.93692297918096e-152,0.869748381179493,0.186,0.015,1.0991844214554e-147,"6","Lrfn5"
"Gm46348",3.38083372248366e-152,0.59590133246183,0.11,0.003,1.91858932917225e-147,"6","Gm46348"
"1700030F04Rik",3.66566093859541e-152,0.709285118672654,0.135,0.006,2.08022592604351e-147,"6","1700030F04Rik"
"Pax2",5.00246268634377e-152,0.687718595860035,0.141,0.007,2.83884754987323e-147,"6","Pax2"
"8030451A03Rik",5.73067937625694e-152,0.806314279043294,0.157,0.01,3.25210323923205e-147,"6","8030451A03Rik"
"Prdm6",7.20179308525376e-152,0.720126698609073,0.138,0.007,4.08694555795065e-147,"6","Prdm6"
"Zcwpw2",7.5733286319344e-152,0.938428549515596,0.186,0.015,4.29778826533645e-147,"6","Zcwpw2"
"Fank1",7.9126597135539e-152,0.700902735649177,0.138,0.007,4.4903552608447e-147,"6","Fank1"
"Myom1",1.33694780274183e-151,0.855202966414476,0.163,0.011,7.58704508577964e-147,"6","Myom1"
"Bmpr1b",1.7041973927932e-151,1.1089250199209,0.247,0.029,9.67114978436216e-147,"6","Bmpr1b"
"Wdr49",1.8054320831621e-151,0.773608023734814,0.166,0.011,1.02456465287366e-146,"6","Wdr49"
"Glp2r",2.04168062319209e-151,0.721256122623392,0.152,0.009,1.15863333685528e-146,"6","Glp2r"
"6030498E09Rik",2.23233622346393e-151,0.777977241615701,0.129,0.006,1.26682848345354e-146,"6","6030498E09Rik"
"4930474H20Rik",3.68928587070769e-151,0.735508932188308,0.13,0.006,2.09363283876791e-146,"6","4930474H20Rik"
"Gm20711",4.35196611230171e-151,0.66635674693321,0.135,0.006,2.4696972490701e-146,"6","Gm20711"
"Lrrc69",9.08066178132663e-151,0.803581075018405,0.144,0.008,5.15318475428505e-146,"6","Lrrc69"
"Vmn2r7",1.21040111896286e-150,0.674563547053639,0.121,0.005,6.86890531000234e-146,"6","Vmn2r7"
"Gm6602",1.71736870487778e-150,0.746601247045791,0.165,0.011,9.74589566331091e-146,"6","Gm6602"
"Elavl4",2.84148139507078e-150,0.676328277180655,0.134,0.006,1.61251227688871e-145,"6","Elavl4"
"Otogl",3.84476063111239e-150,0.710014620625356,0.129,0.006,2.18186321054997e-145,"6","Otogl"
"Itga92",1.03398407339e-149,1.08389707055622,0.337,0.056,5.86775621808092e-145,"6","Itga9"
"Gm4804",1.1507694186329e-149,0.710329031906831,0.141,0.007,6.53050137379984e-145,"6","Gm4804"
"4930469K13Rik",2.70990602015476e-149,0.768455851219456,0.185,0.015,1.53784456737762e-144,"6","4930469K13Rik"
"Myocd",3.09595469693552e-149,0.717574780583715,0.14,0.007,1.75692333096394e-144,"6","Myocd"
"Zfp936",3.74567570322686e-149,0.76756452848131,0.135,0.007,2.12563350482421e-144,"6","Zfp936"
"Gm32171",4.15459974125138e-149,0.714210281384294,0.124,0.005,2.35769380716275e-144,"6","Gm32171"
"Tmem266",4.24123480282412e-149,0.794946704320001,0.135,0.007,2.40685833825466e-144,"6","Tmem266"
"Cubn",4.30396485702558e-149,0.888584840589282,0.2,0.019,2.44245701671345e-144,"6","Cubn"
"Siah3",4.85621656904974e-149,0.667786193026557,0.123,0.005,2.75585434077004e-144,"6","Siah3"
"Tet1",5.07241902771676e-149,0.744463643453039,0.14,0.007,2.87854707403898e-144,"6","Tet1"
"9530059O14Rik",9.75809481212169e-149,0.668546425367751,0.132,0.006,5.53762122493094e-144,"6","9530059O14Rik"
"Col6a4",1.1675574225179e-148,0.696060899461197,0.13,0.006,6.62577161704682e-144,"6","Col6a4"
"Prkd1",1.9944473312779e-148,1.01228021477837,0.219,0.023,1.13182891602689e-143,"6","Prkd1"
"Cdh2",3.18858994456741e-148,0.898631395984207,0.188,0.016,1.80949290764256e-143,"6","Cdh2"
"Capn8",3.69157199137941e-148,0.739310199917135,0.121,0.005,2.0949301893879e-143,"6","Capn8"
"Dnah2",4.1879115611248e-148,0.894665943425213,0.199,0.019,2.37659793182271e-143,"6","Dnah2"
"Gm40660",8.10874893895966e-148,0.690789900414653,0.12,0.005,4.60163393537022e-143,"6","Gm40660"
"Aox2",1.34798270033002e-147,0.690477185462426,0.134,0.007,7.64966702610285e-143,"6","Aox2"
"Gm40662",1.40149870118787e-147,0.625366920449198,0.123,0.005,7.95336497937104e-143,"6","Gm40662"
"Dnah7b",1.49940199158639e-147,1.08655166915928,0.253,0.032,8.50895636205359e-143,"6","Dnah7b"
"Dnajc5b",1.59227699671507e-147,0.609468861546178,0.123,0.005,9.03601272865838e-143,"6","Dnajc5b"
"Gm3772",1.79963361241666e-147,0.722592296286154,0.127,0.006,1.02127407871033e-142,"6","Gm3772"
"Gria3",2.44622789342856e-147,0.942323615785937,0.196,0.018,1.38820986724177e-142,"6","Gria3"
"Gm20426",2.83119068216047e-147,0.716223441452841,0.126,0.005,1.60667240021925e-142,"6","Gm20426"
"Pdzd21",2.8848776244381e-147,1.2217238308063,0.365,0.068,1.63713920309237e-142,"6","Pdzd2"
"Ankrd6",8.02995499598392e-147,0.927681343313001,0.172,0.013,4.55691916067092e-142,"6","Ankrd6"
"1700023F02Rik",1.66933420735767e-146,0.699882282541415,0.135,0.007,9.47330469333402e-142,"6","1700023F02Rik"
"Vwc2l",2.56077096478433e-146,0.775211025064606,0.129,0.006,1.45321191480546e-141,"6","Vwc2l"
"2900079G21Rik",3.63453544174698e-146,0.690180517815178,0.123,0.005,2.062562517837e-141,"6","2900079G21Rik"
"Xkr41",4.53725550978175e-146,1.300256301895,0.309,0.051,2.57484712924605e-141,"6","Xkr4"
"Jakmip3",4.66399758379763e-146,0.681672502884221,0.124,0.005,2.64677198882932e-141,"6","Jakmip3"
"Abca16",6.39159833247382e-146,0.807092368442382,0.148,0.009,3.62716813769557e-141,"6","Abca16"
"Drd2",6.40213900536455e-146,0.623972921859296,0.104,0.003,3.63314986415433e-141,"6","Drd2"
"Gm14064",6.81022511139339e-146,0.77698149622636,0.143,0.008,3.86473464846463e-141,"6","Gm14064"
"Pde1a",9.31213423472814e-146,0.999102967804627,0.228,0.026,5.28454305686587e-141,"6","Pde1a"
"A530065N20Rik",1.1141546091579e-145,0.620902613229241,0.116,0.004,6.32271599151019e-141,"6","A530065N20Rik"
"Bmerb1",1.26073978563526e-145,0.732574700627979,0.141,0.008,7.15457220950155e-141,"6","Bmerb1"
"2610027F03Rik",1.42527732855238e-145,0.625575894693384,0.115,0.004,8.08830631180189e-141,"6","2610027F03Rik"
"Gm36723",1.50401399920726e-145,0.802476987689125,0.189,0.017,8.53512904410128e-141,"6","Gm36723"
"4930513D17Rik",1.53244366976988e-145,0.915584942487994,0.152,0.01,8.69646458157712e-141,"6","4930513D17Rik"
"Vstm4",1.90275507959159e-145,0.841209880664985,0.132,0.007,1.07979448011743e-140,"6","Vstm4"
"Rora1",1.9093865010295e-145,1.06556863381139,0.559,0.147,1.08355774546923e-140,"6","Rora"
"Ccdc30",2.09520907893553e-145,0.720838621273767,0.141,0.008,1.18901020020512e-140,"6","Ccdc30"
"Lrrc9",2.95475257706339e-145,0.604269785369652,0.11,0.004,1.6767925399577e-140,"6","Lrrc9"
"Gpr156",4.16138471827475e-145,0.691301350929275,0.12,0.005,2.36154421377374e-140,"6","Gpr156"
"Themis",4.38258818135934e-145,0.759861256433475,0.199,0.019,2.48707496703961e-140,"6","Themis"
"Odad2",4.68850270360844e-145,0.915660269091767,0.18,0.015,2.66067839927075e-140,"6","Odad2"
"Ak8",4.99718538754923e-145,0.751277605845854,0.144,0.008,2.83585273558031e-140,"6","Ak8"
"Gucy2c",5.04059579853949e-145,0.711612735314405,0.13,0.006,2.86048770971318e-140,"6","Gucy2c"
"Col6a6",8.89180650569839e-145,0.89703975692296,0.165,0.012,5.04601127391878e-140,"6","Col6a6"
"Gm46401",9.83475797913981e-145,0.64133154024913,0.123,0.005,5.58112680558205e-140,"6","Gm46401"
"Lipo3",1.18981974047276e-144,0.85334050121862,0.171,0.013,6.75210804520885e-140,"6","Lipo3"
"Ptpro",1.21354917237782e-144,0.911700642371729,0.247,0.03,6.88677019832687e-140,"6","Ptpro"
"Ppp2r2c",1.2806016749468e-144,0.686650298998249,0.124,0.005,7.26728644515561e-140,"6","Ppp2r2c"
"Gm16223",2.04401369242106e-144,0.638836712189534,0.144,0.008,1.15995733031203e-139,"6","Gm16223"
"Gm45765",3.50290713901596e-144,0.690691364212996,0.104,0.003,1.98786477232017e-139,"6","Gm45765"
"Pate2",4.72118120374261e-144,0.744854059076081,0.143,0.008,2.67922312131189e-139,"6","Pate2"
"Cfap221",5.58173659996276e-144,0.689830021159199,0.115,0.004,3.16757970311287e-139,"6","Cfap221"
"Nr5a2",6.52809335919716e-144,0.740956664826381,0.14,0.008,3.7046277004108e-139,"6","Nr5a2"
"Gm1715",1.04499348974896e-143,0.688287380323052,0.13,0.006,5.93023355497638e-139,"6","Gm1715"
"Gm30613",1.20728621549868e-143,0.775741991583986,0.126,0.006,6.85122854433345e-139,"6","Gm30613"
"Kcnj3",1.30521590255974e-143,0.633738950313205,0.12,0.005,7.40696972543625e-139,"6","Kcnj3"
"Kctd8",1.46050722121956e-143,0.700111658083163,0.16,0.011,8.28823242969886e-139,"6","Kctd8"
"Gm48165",1.58799393546875e-143,0.691979867865026,0.124,0.006,9.01170678439163e-139,"6","Gm48165"
"Prtg",1.90529201738305e-143,0.764393377470535,0.144,0.009,1.08123416694471e-138,"6","Prtg"
"Smoc2",2.0177686133941e-143,0.757403665734704,0.157,0.011,1.14506351041502e-138,"6","Smoc2"
"Syt2",2.17460621610086e-143,0.84031110463964,0.166,0.012,1.23406728157508e-138,"6","Syt2"
"Zmiz1os1",3.01478543204386e-143,1.06270761586795,0.247,0.031,1.71086058483057e-138,"6","Zmiz1os1"
"Obox3",3.42139496564576e-143,0.571812146049621,0.124,0.006,1.94160742905431e-138,"6","Obox3"
"Slc9a92",4.12754521278103e-143,1.21091602470821,0.429,0.094,2.34234063280111e-138,"6","Slc9a9"
"Gabra5",4.24703397808574e-143,0.692674544011978,0.113,0.004,2.41014931222388e-138,"6","Gabra5"
"4933400L20Rik",5.25918935584155e-143,0.595266168478735,0.107,0.003,2.98453736754652e-138,"6","4933400L20Rik"
"Ccdc33",1.00574367391752e-142,0.720006678895008,0.138,0.008,5.70749477511453e-138,"6","Ccdc33"
"Prex2",1.22909437093991e-142,0.933080780117333,0.239,0.029,6.97498764564691e-138,"6","Prex2"
"Ryr31",1.65488563341285e-142,1.48471082563131,0.394,0.088,9.39131048105461e-138,"6","Ryr3"
"Pde6a",1.75659112593165e-142,0.666728200251654,0.116,0.005,9.96847898054952e-138,"6","Pde6a"
"A1cf",1.7892111663972e-142,0.56206507566904,0.104,0.003,1.01535944481875e-137,"6","A1cf"
"Pax3",2.04406089765932e-142,0.597143028044191,0.116,0.005,1.15998411881269e-137,"6","Pax3"
"Far2",2.44041649650907e-142,0.674766724513687,0.146,0.009,1.38491195760393e-137,"6","Far2"
"Lypd6",3.07565103445011e-142,0.830868749396614,0.166,0.013,1.74540120554009e-137,"6","Lypd6"
"Iqca",4.15313877316091e-142,0.672347992212541,0.137,0.007,2.35686472238108e-137,"6","Iqca"
"Mtus2",1.06817856937157e-141,1.4149297530605,0.419,0.099,6.06180656332671e-137,"6","Mtus2"
"Lmx1b",1.09712649665264e-141,0.746435378417043,0.134,0.007,6.22608315585409e-137,"6","Lmx1b"
"9630002D21Rik",1.44468461506815e-141,0.710707040519773,0.134,0.007,8.19844072205025e-137,"6","9630002D21Rik"
"Tex11",2.19518209113841e-141,0.783389937542617,0.141,0.008,1.24574388490014e-136,"6","Tex11"
"Rerg",2.33652672551382e-141,0.767581875681913,0.16,0.012,1.32595555146184e-136,"6","Rerg"
"Gm816",2.7509266485695e-141,0.690262475780816,0.129,0.006,1.5611233637967e-136,"6","Gm816"
"Gm884",3.11116824471474e-141,0.54835534391622,0.102,0.003,1.76555686719317e-136,"6","Gm884"
"Hsf2bp",3.2731584712632e-141,0.80879364923007,0.121,0.005,1.85748470085715e-136,"6","Hsf2bp"
"2010110G14Rik",3.28433213572553e-141,0.735947598543218,0.129,0.006,1.86382564370288e-136,"6","2010110G14Rik"
"Ptprz1",3.33253217569192e-141,0.805777582964309,0.146,0.009,1.89117868438341e-136,"6","Ptprz1"
"Tub",3.91518121241479e-141,0.646309596500692,0.123,0.006,2.22182618623327e-136,"6","Tub"
"A330049N07Rik",4.58215558039716e-141,0.678203453969573,0.118,0.005,2.60032747031959e-136,"6","A330049N07Rik"
"Csnka2ip",6.474764447879e-141,0.649943211675929,0.123,0.006,3.67436407652685e-136,"6","Csnka2ip"
"Erg",8.99690234104161e-141,1.05198543051736,0.245,0.031,5.1056521095177e-136,"6","Erg"
"4933427E13Rik",1.73923704310382e-140,0.782802526906306,0.132,0.007,9.86999629590985e-136,"6","4933427E13Rik"
"Cacna1i",4.95366613542246e-140,0.789043797380487,0.157,0.011,2.81115599519089e-135,"6","Cacna1i"
"4930555F03Rik",6.51999662065912e-140,0.730504225018291,0.144,0.009,3.70003288225785e-135,"6","4930555F03Rik"
"Gm47712",8.28284870311098e-140,0.713703860726304,0.135,0.007,4.70043381052845e-135,"6","Gm47712"
"Cdcp3",9.47066865887663e-140,0.613408289435609,0.143,0.009,5.3745097572259e-135,"6","Cdcp3"
"Vsnl1",9.60212580593731e-140,0.692401236682452,0.116,0.005,5.44911037361137e-135,"6","Vsnl1"
"Gm7205",1.20171789026096e-139,0.654710718029095,0.135,0.007,6.81962885544191e-135,"6","Gm7205"
"Lrguk",1.34527796699892e-139,0.654859602670275,0.116,0.005,7.63431793492216e-135,"6","Lrguk"
"Cpvl",1.50361447427601e-139,0.65619941967554,0.118,0.005,8.53286178006892e-135,"6","Cpvl"
"Gm21798",1.52594260557106e-139,0.7757279031262,0.126,0.006,8.65957169235519e-135,"6","Gm21798"
"Syt16",1.53877242848433e-139,1.08827687963738,0.298,0.047,8.73237965440575e-135,"6","Syt16"
"Tmc5",2.61677993375877e-139,0.720361174187764,0.123,0.006,1.48499644460876e-134,"6","Tmc5"
"Fam178b",3.19840253072282e-139,0.764818225027877,0.144,0.009,1.81506145215989e-134,"6","Fam178b"
"Daam2",3.22323875990661e-139,0.866896746035787,0.151,0.01,1.8291557638594e-134,"6","Daam2"
"Gm8091",3.7085033373809e-139,0.906103061523743,0.157,0.011,2.10453855893028e-134,"6","Gm8091"
"unknown.472",3.92421112312505e-139,0.70871974813777,0.13,0.007,2.22695057026224e-134,"6","unknown.472"
"Trpm1",4.07228662777409e-139,0.749612728864383,0.137,0.008,2.31098193839552e-134,"6","Trpm1"
"Gm31615",4.37789899639347e-139,0.697042709403302,0.146,0.009,2.48441390146333e-134,"6","Gm31615"
"Gm32442",6.93366158243437e-139,0.719457457787806,0.129,0.007,3.93478361141568e-134,"6","Gm32442"
"Scn2a",8.66387279327233e-139,0.723739504095571,0.146,0.009,4.91666117145411e-134,"6","Scn2a"
"AU023762",9.05727107046614e-139,0.7163311567843,0.143,0.009,5.13991075977883e-134,"6","AU023762"
"Gm32014",1.30157789214483e-138,0.623936998021977,0.112,0.004,7.38632438013272e-134,"6","Gm32014"
"Slco5a1",1.40275188195043e-138,0.68893687969856,0.127,0.006,7.96047665488048e-134,"6","Slco5a1"
"1700028P14Rik",1.54178432565463e-138,0.62468784803567,0.121,0.006,8.74947186965748e-134,"6","1700028P14Rik"
"Gm30097",1.79545791105191e-138,0.642033111636078,0.101,0.003,1.01890440994285e-133,"6","Gm30097"
"Prmt8",2.64780749974092e-138,0.692196338747616,0.118,0.005,1.50260427802798e-133,"6","Prmt8"
"Gm16976",3.66814649837805e-138,0.683753745250613,0.124,0.006,2.08163645636456e-133,"6","Gm16976"
"Sphkap",3.85995431929795e-138,0.737830908464798,0.138,0.008,2.1904854766584e-133,"6","Sphkap"
"Stau2",3.93982893144327e-138,1.10113772863533,0.255,0.035,2.23581352030474e-133,"6","Stau2"
"Gm30551",4.75204615855949e-138,0.83095630866027,0.16,0.012,2.69673867452093e-133,"6","Gm30551"
"Gm29051",4.89317294327556e-138,0.687555851807041,0.121,0.006,2.77682671357945e-133,"6","Gm29051"
"Chn1",1.08977328618093e-137,0.758162196786087,0.169,0.014,6.18435442174817e-133,"6","Chn1"
"Filip1",1.12918210954872e-137,1.02118916961311,0.22,0.026,6.40799555347802e-133,"6","Filip1"
"Inpp4b1",1.61461553335318e-137,1.402126380326,0.464,0.124,9.16278169022599e-133,"6","Inpp4b"
"Gm34184",2.85852451227278e-137,0.58178809485033,0.11,0.004,1.62218407546968e-132,"6","Gm34184"
"Shroom3",3.29077058316159e-137,1.15008480245068,0.295,0.049,1.86747939823837e-132,"6","Shroom3"
"Gm5592",3.69396644355029e-137,0.67242574295928,0.135,0.008,2.09628901705036e-132,"6","Gm5592"
"Abcc9",4.72033141921289e-137,0.679257745293807,0.134,0.007,2.67874087708912e-132,"6","Abcc9"
"Gm15046",6.37684276333937e-137,0.613980290879399,0.112,0.004,3.61879449976746e-132,"6","Gm15046"
"4930512H18Rik",6.47595545085708e-137,0.575961142178034,0.106,0.004,3.67503995880688e-132,"6","4930512H18Rik"
"Ect2l",6.76149238916396e-137,0.645685973025461,0.12,0.005,3.83707931592665e-132,"6","Ect2l"
"Fam81b",7.47440743639316e-137,0.680585643897478,0.12,0.005,4.24165147607876e-132,"6","Fam81b"
"Gm34664",9.19476581460765e-137,0.535505719431823,0.106,0.004,5.2179376521317e-132,"6","Gm34664"
"Map2",1.011734551249e-136,0.869230600394373,0.182,0.017,5.74149240488294e-132,"6","Map2"
"Olfm2",1.95747809890318e-136,0.740962956677419,0.134,0.008,1.11084924634657e-131,"6","Olfm2"
"Gm29683",2.15580196872077e-136,0.78311041423832,0.165,0.013,1.22339605922935e-131,"6","Gm29683"
"Gm26820",3.05954608547856e-136,0.743293289392828,0.134,0.008,1.73626180804823e-131,"6","Gm26820"
"Gm34609",4.13024256456555e-136,0.611491658540952,0.102,0.003,2.3438713529653e-131,"6","Gm34609"
"Unc5cl",4.62095800680809e-136,0.650204514590063,0.127,0.007,2.62234745928352e-131,"6","Unc5cl"
"Iqsec3",6.72128754483337e-136,0.666639981382916,0.132,0.007,3.81426346881749e-131,"6","Iqsec3"
"Tmc1",7.47095019556552e-136,0.767738738851336,0.151,0.01,4.23968952648147e-131,"6","Tmc1"
"Gm42962",8.15888743951669e-136,0.688455981979917,0.124,0.006,4.63008703305132e-131,"6","Gm42962"
"Gm36536",8.71002107262633e-136,0.569897376624385,0.123,0.006,4.94284985850472e-131,"6","Gm36536"
"Rspo2",1.49375091968758e-135,0.552020922724254,0.104,0.004,8.47688709413503e-131,"6","Rspo2"
"C030047K22Rik",1.79703644919879e-135,0.578360016682492,0.113,0.005,1.01980021455582e-130,"6","C030047K22Rik"
"Gm7133",1.99517732939363e-135,0.5866594455005,0.121,0.006,1.13224318265759e-130,"6","Gm7133"
"Trpc4",2.23530697064841e-135,0.633550551475412,0.137,0.008,1.26851435277326e-130,"6","Trpc4"
"2610307P16Rik1",2.26881879037191e-135,1.20481834669528,0.349,0.068,1.28753197534816e-130,"6","2610307P16Rik"
"Gm18795",3.32413362691723e-135,0.733335428053741,0.127,0.007,1.88641259193926e-130,"6","Gm18795"
"Cftr",9.58933071851655e-135,0.712659045675251,0.123,0.006,5.44184928945095e-130,"6","Cftr"
"Gm33497",9.7690526534172e-135,0.520958103294554,0.107,0.004,5.54383969028773e-130,"6","Gm33497"
"Zfyve28",1.04533967431697e-134,0.639251696448195,0.126,0.007,5.93219811778136e-130,"6","Zfyve28"
"Glra3",1.10789589925818e-134,0.790399897620591,0.13,0.007,6.28719843870023e-130,"6","Glra3"
"Tox3",1.6900229198569e-134,0.663374828754901,0.123,0.006,9.59071106789594e-130,"6","Tox3"
"Cngb1",1.94201042011098e-134,0.649315035052539,0.123,0.006,1.10207149330878e-129,"6","Cngb1"
"4933430M04Rik",2.81434310422279e-134,0.657120762244506,0.115,0.005,1.59711156821539e-129,"6","4933430M04Rik"
"Marchf12",2.9619307721561e-134,1.03551502772187,0.5,0.126,1.68086609389086e-129,"6","Marchf1"
"Sptbn4",3.14900597020597e-134,0.744304287706345,0.132,0.008,1.78702939803218e-129,"6","Sptbn4"
"Gm31121",3.82496834500448e-134,0.601911123448483,0.113,0.005,2.17063128610659e-129,"6","Gm31121"
"Frem1",3.91359069511769e-134,0.804972367326705,0.14,0.009,2.22092358357234e-129,"6","Frem1"
"Musk",7.4060912605769e-134,0.701864146570434,0.134,0.008,4.20288272946479e-129,"6","Musk"
"Gm29478",1.2324068240204e-133,0.66797584311861,0.126,0.007,6.99378548563338e-129,"6","Gm29478"
"Fam163a",1.69790960520228e-133,0.682561485670106,0.124,0.006,9.6354672185624e-129,"6","Fam163a"
